title,type,source,episodes,status,airing,rating,score,scored_by,rank,popularity,members,favorites,studio,aired_from,aired_to,year,start_season,date_aired,duration_minutes,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,NA,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri,Average Rank of Related,Adaptation,Sequel,Side story,Alternative version,Prequel,Summary,Other,Spin-off,Alternative setting,Character,Parent story,Full story
Mitsume ga Tooru,TV,Manga,48.0,Finished Airing,False,G - All Ages,6.79,116.0,4365.0,9464.0,516.0,3.0,unknown,1990-10-18 00:00:00,1991-09-26 00:00:00,1990.0,Fall,343 days 00:00:00,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Grimm Masterpiece Theater,TV,Other,24.0,Finished Airing,False,G - All Ages,7.56,892.0,1460.0,6341.0,2556.0,11.0,Nippon Animation,1987-10-21 00:00:00,1988-03-30 00:00:00,1987.0,Fall,161 days 00:00:00,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Kagaku Ninja-tai Gatchaman F,TV,Unknown,48.0,Finished Airing,False,PG-13 - Teens 13 or older,6.6,290.0,5212.0,8086.0,1105.0,4.0,Tatsunoko Production,1979-10-07 00:00:00,1980-08-31 00:00:00,1979.0,Fall,329 days 00:00:00,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Devilman,TV,Manga,39.0,Finished Airing,False,R - 17+ (violence & profanity),6.47,2120.0,5715.0,3500.0,11281.0,45.0,Toei Animation,1972-07-08 00:00:00,1973-04-07 00:00:00,1972.0,Summer,273 days 00:00:00,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Stitch!,TV,Other,25.0,Finished Airing,False,PG - Children,6.03,1178.0,7293.0,5682.0,3402.0,14.0,Madhouse,2008-10-08 00:00:00,2009-03-25 00:00:00,2008.0,Fall,168 days 00:00:00,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ninkuu,TV,Manga,55.0,Finished Airing,False,PG-13 - Teens 13 or older,7.11,781.0,3178.0,5887.0,3094.0,13.0,Studio Pierrot,1995-01-14 00:00:00,1996-02-24 00:00:00,1995.0,Winter,406 days 00:00:00,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Di Gi Charat Nyo,TV,Unknown,104.0,Finished Airing,False,G - All Ages,7.21,1332.0,2769.0,5113.0,4456.0,33.0,Madhouse,2003-04-06 00:00:00,2004-03-28 00:00:00,2003.0,Spring,357 days 00:00:00,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ookami-san to Shichinin no Nakama-tachi,TV,Light novel,12.0,Finished Airing,False,PG-13 - Teens 13 or older,7.33,90736.0,2317.0,422.0,183198.0,712.0,J.C.Staff,2010-07-01 00:00:00,2010-09-16 00:00:00,2010.0,Summer,77 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Speed Grapher,TV,Original,24.0,Finished Airing,False,R+ - Mild Nudity,7.43,29677.0,1910.0,1073.0,77378.0,537.0,Gonzo,2005-04-08 00:00:00,2005-09-30 00:00:00,2005.0,Spring,175 days 00:00:00,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Kakumeiki Valvrave,TV,Original,12.0,Finished Airing,False,R - 17+ (violence & profanity),7.27,57030.0,2524.0,741.0,115981.0,629.0,Sunrise,2013-04-12 00:00:00,2013-06-28 00:00:00,2013.0,Spring,77 days 00:00:00,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Zhong Hua Xiao Zi,TV,Unknown,26.0,Finished Airing,False,PG - Children,6.49,59.0,5661.0,10601.0,279.0,1.0,unknown,2006-12-16 00:00:00,2018-05-11 00:00:00,2006.0,Winter,4164 days 00:00:00,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ousama Game The Animation,TV,Novel,12.0,Finished Airing,False,R - 17+ (violence & profanity),5.18,41852.0,8856.0,835.0,104386.0,187.0,Seven,2017-10-05 00:00:00,2017-12-21 00:00:00,2017.0,Fall,77 days 00:00:00,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Maji de Watashi ni Koi Shinasai!,TV,Visual novel,12.0,Finished Airing,False,PG-13 - Teens 13 or older,6.97,72165.0,3684.0,496.0,161168.0,439.0,Lerche,2011-10-02 00:00:00,2011-12-18 00:00:00,2011.0,Fall,77 days 00:00:00,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Mizuiro Jidai,TV,Manga,47.0,Finished Airing,False,PG-13 - Teens 13 or older,6.98,466.0,3649.0,6766.0,2082.0,4.0,Nippon Animation,1996-04-04 00:00:00,1997-02-27 00:00:00,1996.0,Spring,329 days 00:00:00,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ace wo Nerae!,TV,Manga,26.0,Finished Airing,False,PG-13 - Teens 13 or older,7.04,1366.0,3399.0,4646.0,5650.0,41.0,Madhouse,1973-10-05 00:00:00,1974-03-29 00:00:00,1973.0,Fall,175 days 00:00:00,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Musekinin Kanchou Tylor,TV,Light novel,26.0,Finished Airing,False,PG-13 - Teens 13 or older,7.94,9481.0,632.0,2295.0,26084.0,342.0,Tatsunoko Production,1993-01-25 00:00:00,1993-07-19 00:00:00,1993.0,Winter,175 days 00:00:00,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ganbare Genki,TV,Manga,35.0,Finished Airing,False,PG-13 - Teens 13 or older,7.55,298.0,1494.0,7962.0,1174.0,7.0,Toei Animation,1980-07-16 00:00:00,1981-04-01 00:00:00,1980.0,Summer,259 days 00:00:00,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Isshuukan Friends.,TV,4-koma manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,7.65,91254.0,1219.0,411.0,185763.0,971.0,Brain&#039;s Base,2014-04-07 00:00:00,2014-06-23 00:00:00,2014.0,Spring,77 days 00:00:00,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Tokimeki Tonight,TV,Manga,34.0,Finished Airing,False,PG - Children,7.38,960.0,2136.0,5264.0,4107.0,24.0,SmallStudio,1982-10-07 00:00:00,1983-09-22 00:00:00,1982.0,Fall,350 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
Ie Naki Ko,TV,Novel,51.0,Finished Airing,False,G - All Ages,7.83,1962.0,829.0,4444.0,6299.0,80.0,SmallStudio,1977-10-02 00:00:00,1978-10-01 00:00:00,1977.0,Fall,364 days 00:00:00,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Kaiketsu Zorori (TV),TV,Unknown,52.0,Finished Airing,False,PG - Children,7.16,525.0,2962.0,7447.0,1505.0,15.0,SmallStudio,2004-02-01 00:00:00,2005-02-06 00:00:00,2004.0,Winter,371 days 00:00:00,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Parappa the Rapper,TV,Game,30.0,Finished Airing,False,PG - Children,5.93,414.0,7500.0,7225.0,1694.0,16.0,SmallStudio,2001-04-14 00:00:00,2002-01-11 00:00:00,2001.0,Spring,272 days 00:00:00,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,TV,Original,12.0,Finished Airing,False,PG-13 - Teens 13 or older,7.0,825.0,3583.0,6250.0,2655.0,16.0,SmallStudio,2015-04-05 00:00:00,2015-06-28 00:00:00,2015.0,Spring,84 days 00:00:00,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Uchouten Kazoku 2,TV,Novel,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.22,12965.0,296.0,1977.0,33636.0,161.0,P.A. Works,2017-04-09 00:00:00,2017-06-25 00:00:00,2017.0,Spring,77 days 00:00:00,23.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Perman (1983),TV,Unknown,526.0,Finished Airing,False,PG - Children,6.35,349.0,6198.0,8820.0,746.0,5.0,Shin-Ei Animation,1983-04-04 00:00:00,1985-07-02 00:00:00,1983.0,Spring,820 days 00:00:00,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Mahou Shoujo Nante Mou Ii Desukara.,TV,Web manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,6.0,8236.0,7350.0,2834.0,17663.0,11.0,SmallStudio,2016-01-12 00:00:00,2016-03-29 00:00:00,2016.0,Winter,77 days 00:00:00,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Uchuu Kyoudai,TV,Manga,99.0,Finished Airing,False,PG-13 - Teens 13 or older,8.56,26666.0,80.0,881.0,98864.0,2503.0,A-1 Pictures,2012-04-01 00:00:00,2014-03-22 00:00:00,2012.0,Spring,720 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Jigoku Shoujo,TV,Original,26.0,Finished Airing,False,R - 17+ (violence & profanity),7.75,84656.0,992.0,334.0,219918.0,2863.0,Studio Deen,2005-10-05 00:00:00,2006-04-05 00:00:00,2005.0,Fall,182 days 00:00:00,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ao no Kanata no Four Rhythm,TV,Visual novel,12.0,Finished Airing,False,PG-13 - Teens 13 or older,6.87,39468.0,4025.0,895.0,96877.0,448.0,Gonzo,2016-01-12 00:00:00,2016-03-29 00:00:00,2016.0,Winter,77 days 00:00:00,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Massugu ni Ikou.,TV,Manga,4.0,Finished Airing,False,PG - Children,6.65,594.0,4979.0,6825.0,2025.0,6.0,SmallStudio,2003-08-18 00:00:00,2003-08-21 00:00:00,2003.0,Summer,3 days 00:00:00,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Ryuuichi Manga Gekijou Onbu Obake,TV,Original,52.0,Finished Airing,False,G - All Ages,5.92,24.0,11915.0,11739.0,162.0,1.0,SmallStudio,1972-10-07 00:00:00,1973-09-29 00:00:00,1972.0,Fall,357 days 00:00:00,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Bakuretsu Hunters,TV,Manga,26.0,Finished Airing,False,R - 17+ (violence & profanity),6.82,4552.0,4230.0,3282.0,13120.0,33.0,Xebec,1995-10-03 00:00:00,1996-03-26 00:00:00,1995.0,Fall,175 days 00:00:00,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Selector Spread WIXOSS,TV,Card game,12.0,Finished Airing,False,R - 17+ (violence & profanity),7.48,27601.0,1705.0,1446.0,54742.0,199.0,J.C.Staff,2014-10-04 00:00:00,2014-12-20 00:00:00,2014.0,Fall,77 days 00:00:00,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,TV,Game,13.0,Finished Airing,False,R - 17+ (violence & profanity),7.47,241645.0,1718.0,107.0,421293.0,5649.0,Lerche,2013-07-05 00:00:00,2013-09-27 00:00:00,2013.0,Summer,84 days 00:00:00,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Zenryoku Usagi,TV,Unknown,52.0,Finished Airing,False,G - All Ages,6.43,129.0,5905.0,8960.0,691.0,1.0,unknown,2008-01-05 00:00:00,2008-12-27 00:00:00,2008.0,Winter,357 days 00:00:00,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Dan Doh!!,TV,Manga,26.0,Finished Airing,False,G - All Ages,6.76,1146.0,4487.0,6147.0,2768.0,4.0,SmallStudio,2004-04-03 00:00:00,2004-09-25 00:00:00,2004.0,Spring,175 days 00:00:00,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Koufuku Graffiti,TV,4-koma manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,6.83,19895.0,4192.0,1420.0,55932.0,128.0,Shaft,2015-01-09 00:00:00,2015-03-27 00:00:00,2015.0,Winter,77 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Bouken Yuuki Pluster World,TV,Original,52.0,Finished Airing,False,G - All Ages,6.17,82.0,6847.0,9717.0,448.0,2.0,SmallStudio,2003-04-03 00:00:00,2004-03-25 00:00:00,2003.0,Spring,357 days 00:00:00,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Canvas 2: Niji-iro no Sketch,TV,Visual novel,24.0,Finished Airing,False,PG-13 - Teens 13 or older,6.85,9320.0,4099.0,2560.0,21561.0,46.0,Zexcs,2005-10-02 00:00:00,2006-03-26 00:00:00,2005.0,Fall,175 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Rilu Rilu Fairilu: Mahou no Kagami,TV,Original,51.0,Finished Airing,False,G - All Ages,6.36,39.0,11875.0,8349.0,962.0,2.0,Studio Deen,2017-04-07 00:00:00,2018-03-30 00:00:00,2017.0,Spring,357 days 00:00:00,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Chuunibyou demo Koi ga Shitai! Ren,TV,Light novel,12.0,Finished Airing,False,PG-13 - Teens 13 or older,7.6,177308.0,1344.0,211.0,301284.0,1318.0,Kyoto Animation,2014-01-09 00:00:00,2014-03-27 00:00:00,2014.0,Winter,77 days 00:00:00,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Robin Hood no Daibouken,TV,Unknown,52.0,Finished Airing,False,G - All Ages,7.22,2499.0,2744.0,4921.0,4862.0,16.0,Tatsunoko Production,1990-07-29 00:00:00,1992-10-28 00:00:00,1990.0,Summer,822 days 00:00:00,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
